공장명,브랜드,모델명,모델 구분,트림명,차량구분,연료구분,차량형태,전장,전폭,전고,CO2배출량,배기량,공차중량,연비,부품명,재고량,생산상태,차종,차종트림
브라질공장,현대,펠리세이드,기본,Exclusive,대형,하이브리드,SUV,5060,1980,1805,114,2497,2055,14,타이어,90,생산중,펠리세이드 Exclusive,펠리세이드 Exclusive
전주공장,현대,펠리세이드,기본,Exclusive,대형,하이브리드,SUV,5060,1980,1805,114,2497,2055,14,헤드램프,139,생산중,펠리세이드 Exclusive,펠리세이드 Exclusive
브라질공장,현대,펠리세이드,기본,Exclusive,대형,하이브리드,SUV,5060,1980,1805,114,2497,2055,14,ABS 모듈,281,생산중,펠리세이드 Exclusive,펠리세이드 Exclusive
울산공장,현대,펠리세이드,기본,Prestige,대형,하이브리드,SUV,5060,1980,1805,114,2497,2055,14,모터,95,생산중,펠리세이드 Prestige,펠리세이드 Prestige
싱가포르공장,현대,펠리세이드,기본,Prestige,대형,하이브리드,SUV,5060,1980,1805,114,2497,2055,14,변속기,69,생산중,펠리세이드 Prestige,펠리세이드 Prestige
울산공장,현대,펠리세이드,기본,Prestige,대형,하이브리드,SUV,5060,1980,1805,114,2497,2055,14,인포테인먼트,69,생산중,펠리세이드 Prestige,펠리세이드 Prestige
인도네시아공장,현대,펠리세이드,기본,Prestige,대형,하이브리드,SUV,5060,1980,1805,114,2497,2055,14,타이어,92,생산중,펠리세이드 Prestige,펠리세이드 Prestige
전주공장,현대,펠리세이드,기본,Prestige,대형,하이브리드,SUV,5060,1980,1805,114,2497,2055,14,헤드램프,105,생산중,펠리세이드 Prestige,펠리세이드 Prestige
체코공장,현대,펠리세이드,기본,Prestige,대형,하이브리드,SUV,5060,1980,1805,114,2497,2055,14,배터리,98,생산중,펠리세이드 Prestige,펠리세이드 Prestige
앨라배마공장,현대,펠리세이드,기본,Prestige,대형,하이브리드,SUV,5060,1980,1805,114,2497,2055,14,에어컨 컴프레서,161,생산중,펠리세이드 Prestige,펠리세이드 Prestige
튀르키예공장,현대,펠리세이드,기본,Prestige,대형,하이브리드,SUV,5060,1980,1805,114,2497,2055,14,인포테인먼트,174,생산중,펠리세이드 Prestige,펠리세이드 Prestige
전주공장,현대,펠리세이드,기본,Prestige,대형,하이브리드,SUV,5060,1980,1805,114,2497,2055,14,타이어,172,생산중,펠리세이드 Prestige,펠리세이드 Prestige
인도공장,현대,펠리세이드,기본,Prestige,대형,하이브리드,SUV,5060,1980,1805,114,2497,2055,14,헤드램프,269,생산중,펠리세이드 Prestige,펠리세이드 Prestige
튀르키예공장,현대,펠리세이드,기본,Prestige,대형,하이브리드,SUV,5060,1980,1805,114,2497,2055,14,ABS 모듈,171,생산중,펠리세이드 Prestige,펠리세이드 Prestige
튀르키예공장,현대,펠리세이드,기본,Calligraphy,대형,하이브리드,SUV,5060,1980,1805,114,2497,2055,14,모터,128,생산중,펠리세이드 Calligraphy,펠리세이드 Calligraphy
브라질공장,현대,펠리세이드,기본,Calligraphy,대형,하이브리드,SUV,5060,1980,1805,114,2497,2055,14,변속기,157,생산중,펠리세이드 Calligraphy,펠리세이드 Calligraphy
싱가포르공장,현대,펠리세이드,기본,Calligraphy,대형,하이브리드,SUV,5060,1980,1805,114,2497,2055,14,인포테인먼트,176,생산중,펠리세이드 Calligraphy,펠리세이드 Calligraphy
아산공장,현대,펠리세이드,기본,Calligraphy,대형,하이브리드,SUV,5060,1980,1805,114,2497,2055,14,타이어,130,생산중,펠리세이드 Calligraphy,펠리세이드 Calligraphy
브라질공장,현대,펠리세이드,기본,Calligraphy,대형,하이브리드,SUV,5060,1980,1805,114,2497,2055,14,헤드램프,229,생산중,펠리세이드 Calligraphy,펠리세이드 Calligraphy
싱가포르공장,현대,펠리세이드,기본,Calligraphy,대형,하이브리드,SUV,5060,1980,1805,114,2497,2055,14,배터리,190,생산중,펠리세이드 Calligraphy,펠리세이드 Calligraphy
앨라배마공장,현대,펠리세이드,기본,Calligraphy,대형,하이브리드,SUV,5060,1980,1805,114,2497,2055,14,에어컨 컴프레서,59,생산중,펠리세이드 Calligraphy,펠리세이드 Calligraphy
인도공장,현대,펠리세이드,기본,Calligraphy,대형,하이브리드,SUV,5060,1980,1805,114,2497,2055,14,인포테인먼트,98,생산중,펠리세이드 Calligraphy,펠리세이드 Calligraphy
아산공장,현대,펠리세이드,기본,Calligraphy,대형,하이브리드,SUV,5060,1980,1805,114,2497,2055,14,타이어,68,생산중,펠리세이드 Calligraphy,펠리세이드 Calligraphy
인도공장,현대,펠리세이드,기본,Calligraphy,대형,하이브리드,SUV,5060,1980,1805,114,2497,2055,14,헤드램프,92,생산중,펠리세이드 Calligraphy,펠리세이드 Calligraphy
중국공장,현대,펠리세이드,기본,Calligraphy,대형,하이브리드,SUV,5060,1980,1805,114,2497,2055,14,ABS 모듈,154,생산중,펠리세이드 Calligraphy,펠리세이드 Calligraphy
인도공장,현대,펠리세이드,기본,Exclusive,대형,하이브리드,SUV,5060,1980,1805,114,2497,2055,14,모터,106,생산중,펠리세이드 Exclusive,펠리세이드 Exclusive
인도공장,현대,펠리세이드,기본,Exclusive,대형,하이브리드,SUV,5060,1980,1805,114,2497,2055,14,변속기,80,생산중,펠리세이드 Exclusive,펠리세이드 Exclusive
인도네시아공장,현대,펠리세이드,기본,Exclusive,대형,하이브리드,SUV,5060,1980,1805,114,2497,2055,14,인포테인먼트,88,생산중,펠리세이드 Exclusive,펠리세이드 Exclusive
싱가포르공장,현대,펠리세이드,기본,Exclusive,대형,하이브리드,SUV,5060,1980,1805,114,2497,2055,14,타이어,255,생산중,펠리세이드 Exclusive,펠리세이드 Exclusive
아산공장,현대,펠리세이드,기본,Exclusive,대형,하이브리드,SUV,5060,1980,1805,114,2497,2055,14,헤드램프,81,생산중,펠리세이드 Exclusive,펠리세이드 Exclusive
싱가포르공장,현대,펠리세이드,기본,Exclusive,대형,하이브리드,SUV,5060,1980,1805,114,2497,2055,14,배터리,167,생산중,펠리세이드 Exclusive,펠리세이드 Exclusive
싱가포르공장,현대,펠리세이드,기본,Exclusive,대형,하이브리드,SUV,5060,1980,1805,114,2497,2055,14,에어컨 컴프레서,296,생산중,펠리세이드 Exclusive,펠리세이드 Exclusive
울산공장,현대,펠리세이드,기본,Exclusive,대형,하이브리드,SUV,5060,1980,1805,114,2497,2055,14,인포테인먼트,145,생산중,펠리세이드 Exclusive,펠리세이드 Exclusive
인도공장,현대,펠리세이드,기본,Exclusive,대형,하이브리드,SUV,5060,1980,1805,114,2497,2055,14,타이어,178,생산중,펠리세이드 Exclusive,펠리세이드 Exclusive
인도네시아공장,현대,펠리세이드,기본,Exclusive,대형,하이브리드,SUV,5060,1980,1805,114,2497,2055,14,헤드램프,273,생산중,펠리세이드 Exclusive,펠리세이드 Exclusive
앨라배마공장,현대,펠리세이드,기본,Exclusive,대형,하이브리드,SUV,5060,1980,1805,114,2497,2055,14,ABS 모듈,211,생산중,펠리세이드 Exclusive,펠리세이드 Exclusive
울산공장,현대,펠리세이드,기본,Prestige,대형,하이브리드,SUV,5060,1980,1805,114,2497,2055,14,모터,259,생산중,펠리세이드 Prestige,펠리세이드 Prestige
인도공장,현대,펠리세이드,기본,Prestige,대형,하이브리드,SUV,5060,1980,1805,114,2497,2055,14,변속기,149,생산중,펠리세이드 Prestige,펠리세이드 Prestige
전주공장,현대,펠리세이드,기본,Prestige,대형,하이브리드,SUV,5060,1980,1805,114,2497,2055,14,인포테인먼트,62,생산중,펠리세이드 Prestige,펠리세이드 Prestige
중국공장,현대,펠리세이드,기본,Prestige,대형,하이브리드,SUV,5060,1980,1805,114,2497,2055,14,타이어,265,생산중,펠리세이드 Prestige,펠리세이드 Prestige
아산공장,현대,펠리세이드,기본,Prestige,대형,하이브리드,SUV,5060,1980,1805,114,2497,2055,14,헤드램프,288,생산중,펠리세이드 Prestige,펠리세이드 Prestige
전주공장,현대,펠리세이드,기본,Prestige,대형,하이브리드,SUV,5060,1980,1805,114,2497,2055,14,배터리,97,생산중,펠리세이드 Prestige,펠리세이드 Prestige
울산공장,현대,펠리세이드,기본,Prestige,대형,하이브리드,SUV,5060,1980,1805,114,2497,2055,14,에어컨 컴프레서,256,생산중,펠리세이드 Prestige,펠리세이드 Prestige
울산공장,현대,펠리세이드,기본,Prestige,대형,하이브리드,SUV,5060,1980,1805,114,2497,2055,14,인포테인먼트,160,생산중,펠리세이드 Prestige,펠리세이드 Prestige
브라질공장,현대,펠리세이드,기본,Prestige,대형,하이브리드,SUV,5060,1980,1805,114,2497,2055,14,타이어,261,생산중,펠리세이드 Prestige,펠리세이드 Prestige
체코공장,현대,펠리세이드,기본,Prestige,대형,하이브리드,SUV,5060,1980,1805,114,2497,2055,14,헤드램프,228,생산중,펠리세이드 Prestige,펠리세이드 Prestige
앨라배마공장,현대,펠리세이드,기본,Prestige,대형,하이브리드,SUV,5060,1980,1805,114,2497,2055,14,ABS 모듈,295,생산중,펠리세이드 Prestige,펠리세이드 Prestige
아산공장,현대,펠리세이드,기본,Calligraphy,대형,하이브리드,SUV,5060,1980,1805,114,2497,2055,14,모터,259,생산중,펠리세이드 Calligraphy,펠리세이드 Calligraphy
인도네시아공장,현대,펠리세이드,기본,Calligraphy,대형,하이브리드,SUV,5060,1980,1805,114,2497,2055,14,변속기,80,생산중,펠리세이드 Calligraphy,펠리세이드 Calligraphy
브라질공장,현대,펠리세이드,기본,Calligraphy,대형,하이브리드,SUV,5060,1980,1805,114,2497,2055,14,인포테인먼트,87,생산중,펠리세이드 Calligraphy,펠리세이드 Calligraphy
앨라배마공장,현대,펠리세이드,기본,Calligraphy,대형,하이브리드,SUV,5060,1980,1805,114,2497,2055,14,타이어,83,생산중,펠리세이드 Calligraphy,펠리세이드 Calligraphy
체코공장,현대,펠리세이드,기본,Calligraphy,대형,하이브리드,SUV,5060,1980,1805,114,2497,2055,14,헤드램프,143,생산중,펠리세이드 Calligraphy,펠리세이드 Calligraphy
전주공장,현대,펠리세이드,기본,Calligraphy,대형,하이브리드,SUV,5060,1980,1805,114,2497,2055,14,배터리,206,생산중,펠리세이드 Calligraphy,펠리세이드 Calligraphy
인도네시아공장,현대,펠리세이드,기본,Calligraphy,대형,하이브리드,SUV,5060,1980,1805,114,2497,2055,14,에어컨 컴프레서,107,생산중,펠리세이드 Calligraphy,펠리세이드 Calligraphy
체코공장,현대,펠리세이드,기본,Calligraphy,대형,하이브리드,SUV,5060,1980,1805,114,2497,2055,14,인포테인먼트,147,생산중,펠리세이드 Calligraphy,펠리세이드 Calligraphy
체코공장,현대,펠리세이드,기본,Calligraphy,대형,하이브리드,SUV,5060,1980,1805,114,2497,2055,14,타이어,208,생산중,펠리세이드 Calligraphy,펠리세이드 Calligraphy
앨라배마공장,현대,펠리세이드,기본,Calligraphy,대형,하이브리드,SUV,5060,1980,1805,114,2497,2055,14,헤드램프,290,생산중,펠리세이드 Calligraphy,펠리세이드 Calligraphy
중국공장,현대,펠리세이드,기본,Calligraphy,대형,하이브리드,SUV,5060,1980,1805,114,2497,2055,14,ABS 모듈,145,생산중,펠리세이드 Calligraphy,펠리세이드 Calligraphy
체코공장,현대,펠리세이드,기본,Exclusive,대형,가솔린,SUV,5060,1980,1805,193,2497,2055,9,모터,69,생산중,펠리세이드 Exclusive,펠리세이드 Exclusive
체코공장,현대,펠리세이드,기본,Exclusive,대형,가솔린,SUV,5060,1980,1805,193,2497,2055,9,변속기,286,생산중,펠리세이드 Exclusive,펠리세이드 Exclusive
브라질공장,현대,펠리세이드,기본,Exclusive,대형,가솔린,SUV,5060,1980,1805,193,2497,2055,9,인포테인먼트,224,생산중,펠리세이드 Exclusive,펠리세이드 Exclusive
체코공장,현대,펠리세이드,기본,Exclusive,대형,가솔린,SUV,5060,1980,1805,193,2497,2055,9,타이어,118,생산중,펠리세이드 Exclusive,펠리세이드 Exclusive
브라질공장,현대,펠리세이드,기본,Exclusive,대형,가솔린,SUV,5060,1980,1805,193,2497,2055,9,헤드램프,203,생산중,펠리세이드 Exclusive,펠리세이드 Exclusive
인도네시아공장,현대,펠리세이드,기본,Exclusive,대형,가솔린,SUV,5060,1980,1805,193,2497,2055,9,배터리,94,생산중,펠리세이드 Exclusive,펠리세이드 Exclusive
인도공장,현대,펠리세이드,기본,Exclusive,대형,가솔린,SUV,5060,1980,1805,193,2497,2055,9,에어컨 컴프레서,191,생산중,펠리세이드 Exclusive,펠리세이드 Exclusive
튀르키예공장,현대,펠리세이드,기본,Exclusive,대형,가솔린,SUV,5060,1980,1805,193,2497,2055,9,인포테인먼트,290,생산중,펠리세이드 Exclusive,펠리세이드 Exclusive
울산공장,현대,펠리세이드,기본,Exclusive,대형,가솔린,SUV,5060,1980,1805,193,2497,2055,9,타이어,53,생산중,펠리세이드 Exclusive,펠리세이드 Exclusive
인도공장,현대,펠리세이드,기본,Exclusive,대형,가솔린,SUV,5060,1980,1805,193,2497,2055,9,헤드램프,50,생산중,펠리세이드 Exclusive,펠리세이드 Exclusive
전주공장,현대,펠리세이드,기본,Exclusive,대형,가솔린,SUV,5060,1980,1805,193,2497,2055,9,ABS 모듈,59,생산중,펠리세이드 Exclusive,펠리세이드 Exclusive
인도공장,현대,펠리세이드,기본,Prestige,대형,가솔린,SUV,5060,1980,1805,193,2497,2055,9,모터,224,생산중,펠리세이드 Prestige,펠리세이드 Prestige
싱가포르공장,현대,펠리세이드,기본,Prestige,대형,가솔린,SUV,5060,1980,1805,193,2497,2055,9,변속기,131,생산중,펠리세이드 Prestige,펠리세이드 Prestige
울산공장,현대,펠리세이드,기본,Prestige,대형,가솔린,SUV,5060,1980,1805,193,2497,2055,9,인포테인먼트,65,생산중,펠리세이드 Prestige,펠리세이드 Prestige
아산공장,현대,펠리세이드,기본,Prestige,대형,가솔린,SUV,5060,1980,1805,193,2497,2055,9,타이어,274,생산중,펠리세이드 Prestige,펠리세이드 Prestige
싱가포르공장,현대,펠리세이드,기본,Prestige,대형,가솔린,SUV,5060,1980,1805,193,2497,2055,9,헤드램프,275,생산중,펠리세이드 Prestige,펠리세이드 Prestige
인도네시아공장,현대,펠리세이드,기본,Prestige,대형,가솔린,SUV,5060,1980,1805,193,2497,2055,9,배터리,271,생산중,펠리세이드 Prestige,펠리세이드 Prestige
울산공장,현대,펠리세이드,기본,Prestige,대형,가솔린,SUV,5060,1980,1805,193,2497,2055,9,에어컨 컴프레서,192,생산중,펠리세이드 Prestige,펠리세이드 Prestige
인도네시아공장,현대,펠리세이드,기본,Prestige,대형,가솔린,SUV,5060,1980,1805,193,2497,2055,9,인포테인먼트,206,생산중,펠리세이드 Prestige,펠리세이드 Prestige
인도공장,현대,펠리세이드,기본,Prestige,대형,가솔린,SUV,5060,1980,1805,193,2497,2055,9,타이어,249,생산중,펠리세이드 Prestige,펠리세이드 Prestige
체코공장,현대,펠리세이드,기본,Prestige,대형,가솔린,SUV,5060,1980,1805,193,2497,2055,9,헤드램프,67,생산중,펠리세이드 Prestige,펠리세이드 Prestige
브라질공장,현대,펠리세이드,기본,Prestige,대형,가솔린,SUV,5060,1980,1805,193,2497,2055,9,ABS 모듈,138,생산중,펠리세이드 Prestige,펠리세이드 Prestige
싱가포르공장,현대,펠리세이드,기본,Calligraphy,대형,가솔린,SUV,5060,1980,1805,193,2497,2055,9,모터,215,생산중,펠리세이드 Calligraphy,펠리세이드 Calligraphy
튀르키예공장,현대,펠리세이드,기본,Calligraphy,대형,가솔린,SUV,5060,1980,1805,193,2497,2055,9,변속기,74,생산중,펠리세이드 Calligraphy,펠리세이드 Calligraphy
울산공장,현대,펠리세이드,기본,Calligraphy,대형,가솔린,SUV,5060,1980,1805,193,2497,2055,9,인포테인먼트,144,생산중,펠리세이드 Calligraphy,펠리세이드 Calligraphy
울산공장,현대,펠리세이드,기본,Calligraphy,대형,가솔린,SUV,5060,1980,1805,193,2497,2055,9,타이어,267,생산중,펠리세이드 Calligraphy,펠리세이드 Calligraphy
싱가포르공장,현대,펠리세이드,기본,Calligraphy,대형,가솔린,SUV,5060,1980,1805,193,2497,2055,9,헤드램프,266,생산중,펠리세이드 Calligraphy,펠리세이드 Calligraphy
울산공장,현대,펠리세이드,기본,Calligraphy,대형,가솔린,SUV,5060,1980,1805,193,2497,2055,9,배터리,102,생산중,펠리세이드 Calligraphy,펠리세이드 Calligraphy
아산공장,현대,펠리세이드,기본,Calligraphy,대형,가솔린,SUV,5060,1980,1805,193,2497,2055,9,에어컨 컴프레서,267,생산중,펠리세이드 Calligraphy,펠리세이드 Calligraphy
아산공장,현대,펠리세이드,기본,Calligraphy,대형,가솔린,SUV,5060,1980,1805,193,2497,2055,9,인포테인먼트,226,생산중,펠리세이드 Calligraphy,펠리세이드 Calligraphy
울산공장,현대,펠리세이드,기본,Calligraphy,대형,가솔린,SUV,5060,1980,1805,193,2497,2055,9,타이어,139,생산중,펠리세이드 Calligraphy,펠리세이드 Calligraphy
튀르키예공장,현대,펠리세이드,기본,Calligraphy,대형,가솔린,SUV,5060,1980,1805,193,2497,2055,9,헤드램프,162,생산중,펠리세이드 Calligraphy,펠리세이드 Calligraphy
인도네시아공장,현대,펠리세이드,기본,Calligraphy,대형,가솔린,SUV,5060,1980,1805,193,2497,2055,9,ABS 모듈,252,생산중,펠리세이드 Calligraphy,펠리세이드 Calligraphy
튀르키예공장,현대,펠리세이드,기본,Exclusive,대형,가솔린,SUV,5060,1980,1805,197,2497,2090,9,모터,205,생산중,펠리세이드 Exclusive,펠리세이드 Exclusive
울산공장,현대,펠리세이드,기본,Exclusive,대형,가솔린,SUV,5060,1980,1805,197,2497,2090,9,변속기,199,생산중,펠리세이드 Exclusive,펠리세이드 Exclusive
싱가포르공장,현대,펠리세이드,기본,Exclusive,대형,가솔린,SUV,5060,1980,1805,197,2497,2090,9,인포테인먼트,220,생산중,펠리세이드 Exclusive,펠리세이드 Exclusive
중국공장,현대,펠리세이드,기본,Exclusive,대형,가솔린,SUV,5060,1980,1805,197,2497,2090,9,타이어,275,생산중,펠리세이드 Exclusive,펠리세이드 Exclusive
튀르키예공장,현대,펠리세이드,기본,Exclusive,대형,가솔린,SUV,5060,1980,1805,197,2497,2090,9,헤드램프,115,생산중,펠리세이드 Exclusive,펠리세이드 Exclusive
전주공장,현대,펠리세이드,기본,Exclusive,대형,가솔린,SUV,5060,1980,1805,197,2497,2090,9,배터리,143,생산중,펠리세이드 Exclusive,펠리세이드 Exclusive
전주공장,현대,펠리세이드,기본,Exclusive,대형,가솔린,SUV,5060,1980,1805,197,2497,2090,9,에어컨 컴프레서,291,생산중,펠리세이드 Exclusive,펠리세이드 Exclusive
앨라배마공장,현대,펠리세이드,기본,Exclusive,대형,가솔린,SUV,5060,1980,1805,197,2497,2090,9,인포테인먼트,65,생산중,펠리세이드 Exclusive,펠리세이드 Exclusive
앨라배마공장,현대,펠리세이드,기본,Exclusive,대형,가솔린,SUV,5060,1980,1805,197,2497,2090,9,타이어,210,생산중,펠리세이드 Exclusive,펠리세이드 Exclusive
싱가포르공장,현대,펠리세이드,기본,Exclusive,대형,가솔린,SUV,5060,1980,1805,197,2497,2090,9,헤드램프,241,생산중,펠리세이드 Exclusive,펠리세이드 Exclusive
중국공장,현대,펠리세이드,기본,Exclusive,대형,가솔린,SUV,5060,1980,1805,197,2497,2090,9,ABS 모듈,257,생산중,펠리세이드 Exclusive,펠리세이드 Exclusive
중국공장,현대,펠리세이드,기본,Prestige,대형,가솔린,SUV,5060,1980,1805,197,2497,2090,9,모터,125,생산중,펠리세이드 Prestige,펠리세이드 Prestige
중국공장,현대,펠리세이드,기본,Prestige,대형,가솔린,SUV,5060,1980,1805,197,2497,2090,9,변속기,67,생산중,펠리세이드 Prestige,펠리세이드 Prestige
인도공장,현대,펠리세이드,기본,Prestige,대형,가솔린,SUV,5060,1980,1805,197,2497,2090,9,인포테인먼트,224,생산중,펠리세이드 Prestige,펠리세이드 Prestige
튀르키예공장,현대,펠리세이드,기본,Prestige,대형,가솔린,SUV,5060,1980,1805,197,2497,2090,9,타이어,282,생산중,펠리세이드 Prestige,펠리세이드 Prestige
울산공장,현대,펠리세이드,기본,Prestige,대형,가솔린,SUV,5060,1980,1805,197,2497,2090,9,헤드램프,151,생산중,펠리세이드 Prestige,펠리세이드 Prestige
앨라배마공장,현대,펠리세이드,기본,Prestige,대형,가솔린,SUV,5060,1980,1805,197,2497,2090,9,배터리,199,생산중,펠리세이드 Prestige,펠리세이드 Prestige
앨라배마공장,현대,펠리세이드,기본,Prestige,대형,가솔린,SUV,5060,1980,1805,197,2497,2090,9,에어컨 컴프레서,90,생산중,펠리세이드 Prestige,펠리세이드 Prestige
싱가포르공장,현대,펠리세이드,기본,Prestige,대형,가솔린,SUV,5060,1980,1805,197,2497,2090,9,인포테인먼트,164,생산중,펠리세이드 Prestige,펠리세이드 Prestige
아산공장,현대,펠리세이드,기본,Prestige,대형,가솔린,SUV,5060,1980,1805,197,2497,2090,9,타이어,242,생산중,펠리세이드 Prestige,펠리세이드 Prestige
앨라배마공장,현대,펠리세이드,기본,Prestige,대형,가솔린,SUV,5060,1980,1805,197,2497,2090,9,헤드램프,71,생산중,펠리세이드 Prestige,펠리세이드 Prestige
인도네시아공장,현대,펠리세이드,기본,Prestige,대형,가솔린,SUV,5060,1980,1805,197,2497,2090,9,ABS 모듈,70,생산중,펠리세이드 Prestige,펠리세이드 Prestige
싱가포르공장,현대,펠리세이드,기본,Calligraphy,대형,가솔린,SUV,5060,1980,1805,197,2497,2090,9,모터,205,생산중,펠리세이드 Calligraphy,펠리세이드 Calligraphy
앨라배마공장,현대,펠리세이드,기본,Calligraphy,대형,가솔린,SUV,5060,1980,1805,197,2497,2090,9,변속기,144,생산중,펠리세이드 Calligraphy,펠리세이드 Calligraphy
싱가포르공장,현대,펠리세이드,기본,Calligraphy,대형,가솔린,SUV,5060,1980,1805,197,2497,2090,9,인포테인먼트,77,생산중,펠리세이드 Calligraphy,펠리세이드 Calligraphy
인도공장,현대,펠리세이드,기본,Calligraphy,대형,가솔린,SUV,5060,1980,1805,197,2497,2090,9,타이어,148,생산중,펠리세이드 Calligraphy,펠리세이드 Calligraphy
튀르키예공장,현대,펠리세이드,기본,Calligraphy,대형,가솔린,SUV,5060,1980,1805,197,2497,2090,9,헤드램프,229,생산중,펠리세이드 Calligraphy,펠리세이드 Calligraphy
중국공장,현대,펠리세이드,기본,Calligraphy,대형,가솔린,SUV,5060,1980,1805,197,2497,2090,9,배터리,288,생산중,펠리세이드 Calligraphy,펠리세이드 Calligraphy
앨라배마공장,현대,펠리세이드,기본,Calligraphy,대형,가솔린,SUV,5060,1980,1805,197,2497,2090,9,에어컨 컴프레서,131,생산중,펠리세이드 Calligraphy,펠리세이드 Calligraphy
인도공장,현대,펠리세이드,기본,Calligraphy,대형,가솔린,SUV,5060,1980,1805,197,2497,2090,9,인포테인먼트,267,생산중,펠리세이드 Calligraphy,펠리세이드 Calligraphy
울산공장,현대,펠리세이드,기본,Calligraphy,대형,가솔린,SUV,5060,1980,1805,197,2497,2090,9,타이어,105,생산중,펠리세이드 Calligraphy,펠리세이드 Calligraphy
앨라배마공장,현대,펠리세이드,기본,Calligraphy,대형,가솔린,SUV,5060,1980,1805,197,2497,2090,9,헤드램프,76,생산중,펠리세이드 Calligraphy,펠리세이드 Calligraphy
아산공장,현대,펠리세이드,기본,Calligraphy,대형,가솔린,SUV,5060,1980,1805,197,2497,2090,9,ABS 모듈,103,생산중,펠리세이드 Calligraphy,펠리세이드 Calligraphy
인도네시아공장,제네시스,G80,G80,기본,중형,가솔린,세단,5005,1925,1465,166,2497,1900,9,모터,140,생산중,G80 기본,G80 기본
체코공장,제네시스,G80,G80,기본,중형,가솔린,세단,5005,1925,1465,166,2497,1900,9,변속기,188,생산중,G80 기본,G80 기본
인도공장,제네시스,G80,G80,기본,중형,가솔린,세단,5005,1925,1465,166,2497,1900,9,인포테인먼트,244,생산중,G80 기본,G80 기본
앨라배마공장,제네시스,G80,G80,기본,중형,가솔린,세단,5005,1925,1465,166,2497,1900,9,타이어,107,생산중,G80 기본,G80 기본
울산공장,제네시스,G80,G80,기본,중형,가솔린,세단,5005,1925,1465,166,2497,1900,9,헤드램프,102,생산중,G80 기본,G80 기본
인도네시아공장,제네시스,G80,G80,기본,중형,가솔린,세단,5005,1925,1465,166,2497,1900,9,배터리,257,생산중,G80 기본,G80 기본
튀르키예공장,제네시스,G80,G80,기본,중형,가솔린,세단,5005,1925,1465,166,2497,1900,9,에어컨 컴프레서,149,생산중,G80 기본,G80 기본
인도공장,제네시스,G80,G80,기본,중형,가솔린,세단,5005,1925,1465,166,2497,1900,9,인포테인먼트,254,생산중,G80 기본,G80 기본
싱가포르공장,제네시스,G80,G80,기본,중형,가솔린,세단,5005,1925,1465,166,2497,1900,9,타이어,137,생산중,G80 기본,G80 기본
체코공장,제네시스,G80,G80,기본,중형,가솔린,세단,5005,1925,1465,166,2497,1900,9,헤드램프,159,생산중,G80 기본,G80 기본
싱가포르공장,제네시스,G80,G80,기본,중형,가솔린,세단,5005,1925,1465,166,2497,1900,9,ABS 모듈,287,생산중,G80 기본,G80 기본
중국공장,제네시스,G80,G80,BLACK,중형,가솔린,세단,5005,1925,1465,166,2497,1915,9,모터,258,생산중,G80 BLACK,G80 BLACK
앨라배마공장,제네시스,G80,G80,BLACK,중형,가솔린,세단,5005,1925,1465,166,2497,1915,9,변속기,118,생산중,G80 BLACK,G80 BLACK
울산공장,제네시스,G80,G80,BLACK,중형,가솔린,세단,5005,1925,1465,166,2497,1915,9,인포테인먼트,282,생산중,G80 BLACK,G80 BLACK
앨라배마공장,제네시스,G80,G80,BLACK,중형,가솔린,세단,5005,1925,1465,166,2497,1915,9,타이어,222,생산중,G80 BLACK,G80 BLACK
싱가포르공장,제네시스,G80,G80,BLACK,중형,가솔린,세단,5005,1925,1465,166,2497,1915,9,헤드램프,142,생산중,G80 BLACK,G80 BLACK
울산공장,제네시스,G80,G80,BLACK,중형,가솔린,세단,5005,1925,1465,166,2497,1915,9,배터리,231,생산중,G80 BLACK,G80 BLACK
체코공장,제네시스,G80,G80,BLACK,중형,가솔린,세단,5005,1925,1465,166,2497,1915,9,에어컨 컴프레서,154,생산중,G80 BLACK,G80 BLACK
중국공장,제네시스,G80,G80,BLACK,중형,가솔린,세단,5005,1925,1465,166,2497,1915,9,인포테인먼트,247,생산중,G80 BLACK,G80 BLACK
전주공장,제네시스,G80,G80,BLACK,중형,가솔린,세단,5005,1925,1465,166,2497,1915,9,타이어,80,생산중,G80 BLACK,G80 BLACK
앨라배마공장,제네시스,G80,G80,BLACK,중형,가솔린,세단,5005,1925,1465,166,2497,1915,9,헤드램프,117,생산중,G80 BLACK,G80 BLACK
인도네시아공장,제네시스,G80,G80,BLACK,중형,가솔린,세단,5005,1925,1465,166,2497,1915,9,ABS 모듈,284,생산중,G80 BLACK,G80 BLACK
튀르키예공장,제네시스,G80,ELECTRIFIED,EV,중형,전기,세단,5135,1925,1480,166,0,0,4,모터,191,생산중,G80 EV,G80 EV
중국공장,제네시스,G80,ELECTRIFIED,EV,중형,전기,세단,5135,1925,1480,166,0,0,4,변속기,68,생산중,G80 EV,G80 EV
인도네시아공장,제네시스,G80,ELECTRIFIED,EV,중형,전기,세단,5135,1925,1480,166,0,0,4,인포테인먼트,106,생산중,G80 EV,G80 EV
앨라배마공장,제네시스,G80,ELECTRIFIED,EV,중형,전기,세단,5135,1925,1480,166,0,0,4,타이어,80,생산중,G80 EV,G80 EV
싱가포르공장,제네시스,G80,ELECTRIFIED,EV,중형,전기,세단,5135,1925,1480,166,0,0,4,헤드램프,57,생산중,G80 EV,G80 EV
